,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_LV,0_Cornell_Pos_S-04_LMT_PS_PMM_LV,0_Cornell_Pos_S-13_O_LV,0_Cornell_Pos_S-23_O_LV,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_LV,0_Cornell_Pos_S-25_O_LV,0_Cornell_Pos_S-33_O_LV,0_Cornell_Pos_S-38_O_LV,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_LV,0_Cornell_Pos_S-47_RP_LV,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM_LV,1_Cornell_Pos_S-03_LCC_PS,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-14_LMH_PS_PMM,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM,1_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-19_LMH_PS_PMM,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
4638,4638,16.313,221.11761,w/o MS2:NCGC00160199-01!PRECOCENE II,[M+H]+,ion correlated with 7855,0.865,False,,221.118,C13H16O3,"2,2-dimethyl-1-benzopyrans",PTIDGSWTMLSGAH-UHFFFAOYSA-N,COC1=CC2=C(C=CC(C)(C)O2)C=C1OC,530,True,True,False,,False,False,,,99.2,,,,,241.61,Cornell_Pos_S-17,221.11761:29081112 222.12096:4492765 223.12432:294442,,211.24554_@_11.665,3.21450223857192,3.6961524428279677,3.237215898784266,2.5083934871012166,3.906980846715408,2.7017262758846563,3.791884615637859,3.517240106218081,3.63840140766823,2.3837927939251964,2.913253562712364,3.542424533150575,3.3952624799675504,3.260972833877307,3.0917990389888566,3.5285261246711728,3.7200514200266834,3.7163543576472438,3.971104614522981,4.029747909578204,3.2836430897126343,3.055949170281731,3.437285648606943,3.3648143830774484,3.6697531540992716,3.727009600335379,3.220105217501017,3.5343760177103514,3.307193200430487,3.7288598548518186,3.6531879583606868,4.543823542318745,4.023692327777182,3.455327684701414,3.7171832494595387,3.661929704091185,4.142383114359144,3.9071633102196546,4.079132851364875,3.076353878969767,0.38721864066423434,3.228140334186105,0.39734633490167837,0.011122037734965349,0.14507119129084728,0.12352366835285275,293,0.0004280871953713985,-0.01069395053959395,0
7026,7026,9.026,277.15726,w/o MS2:2-Hydroxy-5 (6)Epoxy-Tetrahydrocaryophyllene,[M+H]+,,0.067,False,,277.15646,C15H26O2,Sesquiterpenoids,KGYCKUADVHYVLM-UHFFFAOYSA-N,OC1(C)CCC2OC2(C)CCC3C1CC3(C)C,530,True,True,False,,False,False,,,96.8,,,,,31.08,Cornell_Pos_S-50,277.15726:2855541 278.16061:505556 279.16397:0,,269.21054_@_0.14,4.807758011337384,4.637790714050087,4.610168413312508,4.474676590931369,4.243187109449596,4.4557084361268835,4.438114769818668,4.672434888321674,4.422626125888137,4.440864500392624,4.900831518510217,4.3590949063995925,4.379888951651371,4.571359765056033,4.220161571251625,4.2909977849493455,4.10188371674411,4.087848921227628,4.222299439301143,4.3414521421332575,4.378336237111857,4.617578443987624,4.468684929447366,4.477793343788841,4.425392836426448,4.370033326583705,4.260438250008511,4.650895484963601,4.371842729991047,4.147363722201456,4.45019599994344,4.400481771988206,4.7382423895818775,4.283236436181684,3.6924702735131167,4.502211302178618,4.185655170598884,4.105204955857225,4.431898699788762,4.751965580985214,-0.2002716970024385,4.554923734376286,-0.39708253488972506,0.011180640272751577,0.07509083919126837,0.06393754565648786,294,0.0004295482438197651,-0.010751092028931812,0
21657,21657,2.131,562.52692,Unknown,[M+2H]2+,ion correlated with 33177; ion correlated with 33291,0.045,False,,,,,,,999,False,False,False,,False,False,,,,,,,,20.2,Cornell_Pos_S-49_R,562.52692:501340 563.53027:0 564.53363:0,,554.68646_@_15.239,4.1154544085025115,3.8501156977276954,4.176240268879248,4.526632990932083,4.237553132926691,4.645187263074043,4.299279288295369,4.189071806803169,4.290594608086837,4.406532804688529,4.070864834808167,2.9429665936549863,4.101404885541191,4.051345679536877,4.108630438978546,4.14796214091002,4.221139802762572,4.030298473344434,4.1482242911021,4.006456897151999,3.8652453430418534,3.8352818286860977,3.6935576122770253,3.2231442570827276,3.805756974569836,3.429807937166573,4.129864512094667,3.9826690118156702,3.7815828948457,4.307060127936443,4.18780707661606,4.2502729489704025,4.259555373796042,3.3905259734076725,4.31397681361287,4.42671646256554,4.084152708317721,4.008171848015792,4.102086120404518,3.945912315459972,-0.2972443111494706,4.2552297367931216,-0.39693439504256806,0.011213664413591149,0.11149959901699436,0.0949384875653132,295,0.00043100929226813167,-0.010782655121323018,0
27962,27962,2.172,715.93414,Unknown,[M+H]+,,0.202,False,,,,,,,999,False,False,False,,False,False,,,,,,,,10.11,Cornell_Pos_S-42_R,715.93414:871520 716.93749:0 717.94085:272688,,705.38892_@_10.706,4.030406964155796,3.590473910097963,5.009629730507102,4.3280047389473735,3.424455773594184,4.97234490587676,3.93913443549519,3.590457226786084,5.351754450908567,4.427897993291476,4.636612913644735,2.4033282913341383,5.338337740661251,4.063493314644869,4.761161282864437,4.378079891161262,4.756288361125165,3.5185986774668603,3.4219709578476305,3.7093056387529266,3.15937300274754,4.181241480608739,3.922696194950874,3.3244652504774352,3.2397232866162775,3.4658104824836897,3.8260120495504157,3.3145215774594163,3.555446671444447,2.505942855756669,3.3471378106584324,3.288242890461886,3.606980173459043,3.706169181352305,4.543904343049716,3.857345016055945,3.377004859999037,3.514031871365645,3.9298312474479604,3.1347227082740954,-0.6052388089184729,4.300106640300476,-0.3969296953077169,0.011214713462949564,0.2270349017024315,0.19331325298204136,296,0.00043247034071649816,-0.010782243122233066,0
4303,4303,9.072,213.09248,"w/o MS2:NCGC00180841-02!(2S,3R)-3-hydroxy-4-methoxy-2-(2-phenylethyl)-2,3-dihydropyran-6-one [IIN-based on: CCMSLIB00000846131]",[M+H]+,,0.169,False,,213.091,C14H16O4,Kavalactones,VJCNEDVMYQCMBK-SMDDNHRTSA-N,COC1=CC(=O)O[C@@H](CCC2=CC=CC=C2)[C@H]1O,530,True,True,False,,False,False,,,89.2,,,,,6.29,Cornell_Pos_S-09_R,213.09248:537525 214.09583:0 215.09919:6354958,,202.99152_@_1.937,6.5320905572768995,6.497945097469643,6.940132062740903,6.112410819448409,6.559744386345473,4.884150408298361,6.221344112272108,6.933740893698391,6.481138748416216,6.273087820993074,4.630827405867435,6.596474756662334,6.94930360228747,6.735131213701731,6.702453292966329,6.2702751032736375,6.137063696343715,6.337420642507678,6.83434529903555,6.326803783333995,6.827579601470694,6.756182476112063,6.675889683437411,6.668849770790524,6.769545743394161,6.559603670178037,6.484737744740158,6.4782716570398025,6.533152354077869,6.609429156802675,6.34288422850122,6.390649465979519,6.440115009743561,6.678742711490142,6.985330226635857,6.596740640091692,6.4578762098602,6.515056528808933,6.656032210890222,6.757438875752178,0.40086337254866045,6.1878738466206284,0.39666529426825525,0.011273866486554675,0.1504893264234401,0.1281370441806389,297,0.00043393138916486475,-0.01083993509738981,0
23262,23262,9.077,597.37585,"w/o MS2:Cyclosieversigenin  Derivative: 3,6-Di-Ac",[M+H]+,,0.371,False,,597.37616,C34H54O7,Triterpene saponins,BDQONUUZFOYJFL-PUYXCIJSSA-N,CC(=O)OC1CC[C@]23C[C@]24CC[C@]2(C)C([C@]5(C)CC[C@H](C(C)(C)O)O5)C(O)C[C@@]2(C)C4C[C@H](OC(C)=O)C3C1(C)C,530,True,True,False,,False,False,,,99.5,,,,,8.93,Cornell_Pos_S-36_R,597.37585:526386 598.3792:0 599.38256:0,,589.46039_@_17.993,5.04084111585978,5.204718838421083,5.495966139091734,5.329486493245296,5.566743247124177,4.906779553399351,5.148028932038602,4.99689266726013,5.740050377293495,5.476020282476846,5.271731293573655,5.830172583387931,5.563293843942781,5.686392637959295,5.106459075800576,5.978606150886878,5.460470546073672,5.667500903358302,5.7061386060842505,5.432135334057344,5.180199251537273,5.346218209963695,5.158228334699952,5.332662694513487,5.434026791443285,5.784002476936741,6.148794768492783,5.627330225468423,5.484952843894466,5.739732604980822,5.30574013211568,5.4033372162721385,5.342654565126042,5.741056849658493,5.30163058620983,5.744704777886933,5.3335409289205336,5.588678006164811,5.6160299411378745,5.271640675175388,0.2393076424134995,5.288841721798559,0.3966133965912509,0.011285508432473442,0.08985315355529823,0.07650720340450433,298,0.00043539243761323124,-0.01085011599486021,0
25676,25676,7.802,658.28491,Unknown,[M+H]+,,0.191,False,,,,,,,999,False,False,False,,False,False,,,,,,,,110.19,Cornell_Pos_S-47,658.28491:15579526 659.28826:6113845 660.29162:736364,,648.39362_@_15.448,5.034741959472233,5.171615895697707,4.5506162880449965,4.651262816236645,4.192865559112029,5.074893281670581,4.828674102178586,5.0082331255733745,4.976621619845822,4.798535834639654,5.031450351651312,4.8559159843431425,5.0287072229148,4.5567777326767,4.465194612566633,4.443450809015917,4.744397881367088,4.421208267775104,4.516122593009821,4.393759999503801,4.681431701141117,4.518322342432271,4.330534894988653,3.748942610739377,4.866555630037965,4.514194668668983,4.764764794822254,4.1638902795465285,3.811292077774725,4.63734295440616,4.598197905576748,3.9779249402786263,5.100916299800237,4.725628276852828,4.5422814482840606,4.63694668344599,4.375676486441418,4.657671150697455,4.885895301828732,4.958953497543874,-0.298162773217161,4.84722825764754,-0.39657163084056535,0.01129488497127466,0.11196555763810477,0.09533523703478439,299,0.00043685348606159783,-0.010858031485213061,0
28564,28564,2.137,732.79272,Unknown,[M+H]+,,0.27,False,,,,,,,999,False,False,False,,False,False,,,,,,,,23.23,Cornell_Pos_S-13_R,732.79272:1245951 733.79607:0 734.79943:0,,721.5072_@_16.765,6.151591741632893,6.395718430125915,6.556081869823992,6.299658559154913,6.396184195884157,6.272163665550962,6.602655213247233,6.325931365349211,6.457952831658026,6.295251543083474,6.277316023192031,6.167311127247107,6.462231554845944,6.151399540631442,6.7343478764168765,6.631126275350343,6.701077870967986,6.452583614273256,6.456387303622988,6.501007127447627,6.490555145710725,6.3027111379238825,6.4306312977352285,6.673403461109887,6.3888674258661275,6.490004910612454,6.588522465108119,6.657582210904314,6.393972946250565,6.495081790666882,6.534389496306081,6.511517462112092,6.165545690483437,6.676557848524317,6.525622571441121,6.718662618961727,6.718027309098523,6.583309896842759,6.70042548898523,6.7361892542840405,0.1521784394816947,6.366409585336618,0.3965344831057898,0.011303230327798846,0.0571521311128831,0.048663286117868465,300,0.0004383145345099644,-0.010864915793288882,0
25867,25867,19.593,663.45703,"w/o MS2:NCGC00168840-03!5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpentanoic acid [IIN-based on: CCMSLIB00000848447]",[M+H]+,adduct linked to 26554_[M+NH4]+; similar chromatogram in higher mz_28671,0.034,False,,663.45697,C20H32O3,Colensane and clerodane diterpenoids,RNWHJFUXZQBBLK-UHFFFAOYSA-N,CC(CCC1(C)C(C)CCC2(C)C1CC(=O)C=C2C)CC(O)=O,530,True,True,False,,False,False,,,100.0,,,,,327.47,Cornell_Pos_S-47_R,663.45703:17121650 664.46038:18170624 665.46374:4296210,,653.32172_@_15.098,5.60091616855123,5.426649391398214,5.050501333576229,5.372097618247867,5.117333722160986,4.6779022334194105,5.264905134094594,5.445309476045725,5.333589944104518,4.470339965764567,5.429821687307039,4.877445912726408,5.046428725854407,5.104485327355376,4.7639722556417485,4.630855133624981,4.711956792687939,5.107121188067363,4.992170104740946,5.354408611973177,4.304422001641784,4.9984328335810275,5.2014841151716595,4.938744422188791,5.149472833446361,4.966813889308839,4.945370758638252,5.132050275160388,4.737170077895351,5.319394278738355,5.015199891786912,4.793512535322789,5.075519279528933,4.388302104431132,4.987603536566854,4.94620625394108,4.980361783130949,4.059629433974762,4.736480719190229,5.137320217985395,-0.2886079790850063,5.199033334060943,-0.396533532237651,0.011303444012282077,0.10838991416864814,0.09229068632737546,301,0.0004397755829583309,-0.010863668429323747,0
8632,8632,16.369,309.20566,"w/o MS2:NCGC00385282-01_C18H28O4_(3E,5R,6E,8S,9E,13S,14R)-5-Hydroxy-8-methoxy-5,9,13,14-tetramethyloxacyclotetradeca-3,6,9-trien-2-one",[M+H]+,,0.809,False,,309.20599,C18H28O4,Macrolides and analogues,BYWWNDLILWPPJP-REXWONOSSA-N,CO[C@H]\1/C=C/[C@@](C)(O)/C=C/C(=O)O[C@H](C)[C@@H](C)CC/C=C1C,530,True,True,False,,False,False,,,99.4,,,,,41.03,Cornell_Pos_S-38,309.20566:1650611 310.20901:387142 311.21237:47867,,301.91772_@_10.801,3.8155787871102698,3.44267384137518,2.7600414023938287,3.01197202720687,3.0585227410142837,2.399794187058603,2.619256186618401,3.193046526069126,3.543521087855372,3.5581710037008625,3.240889504240257,3.205063590734165,3.271103909468837,3.3308276397518664,3.645918831906603,3.492871164816587,3.427180060459292,3.306702410016376,3.4374243573043057,3.3568181240673285,3.6026383547970986,3.6750278995596726,3.7207547273104744,3.6093370401760514,3.4875546559683475,3.586154635424889,3.220091367380627,3.1158855163622774,3.552918716928557,3.4069736452335877,3.562482172491501,3.6739702654083333,3.3475922092273365,3.626954107525429,3.190354940708816,3.4235364670357185,3.657045118476274,3.528797832388459,2.9312181234025387,2.8874660142273187,0.2740650512209935,3.1494061176948227,0.3961984435833122,0.011378961673626755,0.10303144321182887,0.08772811271466192,302,0.0004412366314066975,-0.010937725042220058,0
4524,4524,7.838,218.11798,w/o MS2:NCGC00381395-01_C13H15NO2_(5S)-5-Acetyl-1-benzyl-2-pyrrolidinone,[M+H]+,,0.056,False,,218.118,C13H15NO2,Benzene and substituted derivatives,FIFRJJLOOYYYOZ-UHFFFAOYSA-N,CC(=O)C1CCC(=O)N1CC2=CC=CC=C2,530,True,True,False,,False,False,,,100.0,,,,,4.59,Cornell_Pos_S-47,218.11798:507263 219.12133:0 220.12469:0,,207.9722_@_1.786,5.002405869990371,4.481921553399134,3.2117702152892105,2.5466663428044005,5.335000288015582,5.029035633141569,5.175809723571916,4.511491761947245,4.3652506265894635,5.315658715294921,4.557339467486185,5.959738856450809,6.134152931177691,6.2504038443017045,5.47656868081945,4.472610833020043,5.172206947356088,4.961606253514991,5.777427451499577,5.449765628476332,5.028467081906982,4.908953787806708,4.650474113646949,4.556443671902557,4.084473237477658,5.531802477947224,4.146269434451067,4.41037784883521,4.785262628649177,4.954150834772125,5.010280438820612,6.324556557000057,5.53603985828941,5.014597722492872,4.625108948263422,4.770714147196454,5.391322436583062,5.309939312935106,4.982995902560452,5.5226597824375725,0.641864991937728,4.502940927048182,0.3958166526785622,0.011465527836199812,0.24157744987286545,0.20569578655901213,303,0.000442697679855064,-0.011022830156344749,0
24919,24919,1.765,638.21429,Unknown,[M+H]+,,0.022,False,,,,,,,999,False,False,False,,False,False,,,,,,,,14.31,Cornell_Pos_S-26,638.21429:541786 639.21764:0 640.221:0,,628.51282_@_17.533,3.78912329590857,3.708971926784168,4.074837958160762,3.906179665530902,4.182669473425694,3.8958624807080136,4.410614645594638,4.152430348305493,5.785496551156813,3.87175651475446,4.078429925764383,2.9170036845476175,3.9653527720087407,3.6246406753141205,3.3758779412569955,3.7026220592643257,3.8331287079593626,3.554916104320268,4.142203013955185,3.8444135827357577,3.6133283096578714,3.4242870447325937,3.8733986871638413,3.7533319828856446,3.7084101973210117,3.84387970398349,3.96982043267787,3.7936578281210522,4.038113764754568,2.8583618627021745,4.074155091758098,3.151056964012556,3.829859965355383,3.657730146318855,3.7335424214878703,3.0119373046549556,4.07602114141899,3.554003682000647,3.9720098434189555,5.103121583591009,-0.4446168003245934,4.168761162372173,-0.39572390287602405,0.011486642130339187,0.16738604686543337,0.1425240832168264,304,0.0004441587283034306,-0.011042483402035758,0
33301,33301,2.115,950.24353,Unknown,[M+H]+,ion correlated with 31952,0.236,False,,,,,,,999,False,False,False,,False,False,,,,,,,,112.67,Cornell_Pos_S-15,950.24353:6234408 951.24688:2310062 952.25024:2309245,,919.23352_@_15.008,5.028309725839592,4.106853935368258,4.924831542301841,5.064752761642685,4.854656839183056,5.2518185857544415,4.8829458430834185,4.733080459104689,4.600786725120043,4.709442269513989,5.40532047951803,5.048215613581508,4.643472962401169,4.505757628267453,4.293367748974996,4.285366934018418,3.9027694546275153,4.660918393752299,4.527456181974479,4.1435578301895735,4.221761116999806,4.338023572178803,4.646165199043357,4.802266084196467,4.825868768611566,4.403502205367246,4.9241551793331615,5.4917341823909,4.202151880194123,4.596202730395051,5.079505662257619,4.597145494830031,4.676036324556432,3.9166591183297386,4.3432060623482425,4.692297642787988,3.9932378800438935,3.984294078334033,4.70634313027239,4.761994620638916,-0.3447442173561209,4.8693453787663685,-0.3956742488224816,0.011497959372147266,0.1298060660912831,0.11052588260547186,305,0.00044561977675179707,-0.011052339595395469,0
6339,6339,11.762,262.18835,Unknown,[M+H]+,,0.157,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.81,Cornell_Pos_S-47,262.18835:493704 263.1917:0 264.19506:0,,254.89647_@_11.639,3.4768748758892154,3.863944923424807,4.732307777974403,3.6748127288956103,3.6762622207512297,3.8783402576857036,3.6531425015990457,3.450883904564449,3.4385441998734003,3.7047825809194914,3.172196484857209,2.858924182874478,3.6790430445362197,3.386773113942833,3.6770247591498793,3.1650609388494355,3.6851875799508322,3.127030508532884,3.3797664245593717,2.880548659227374,3.862042712503976,3.6831282368679736,3.2817705414089535,2.9984643166746543,3.0856728235624886,3.635155179312187,3.859591895842765,3.2002138411154526,3.274888786702143,2.537884243170686,3.6433595379702415,3.2939623064194135,3.0882713849212835,3.851981090335179,3.234559841274325,3.047435049269536,3.4801057503924766,3.761374502283803,2.5793568012177386,3.738615836680133,-0.3579672365252875,3.7020084051304156,-0.3956523139028862,0.011502961841838525,0.13479377075443616,0.11477276009487018,306,0.00044708082520016366,-0.011055881016638361,0
25783,25783,1.738,661.13953,Unknown,[M+2H]2+,,0.236,False,,,,,,,999,False,False,False,,False,False,,,,,,,,56.03,Cornell_Pos_S-13,661.13953:2889912 662.14288:688011 663.14624:0,,651.53802_@_19.813,4.001594131752442,3.8909318062254936,4.312596812654611,3.964153826050374,4.380657105216324,2.69519007175192,3.5474655595502056,4.245197503683885,3.7683015518727605,3.9623515741306865,4.137194349934717,4.273959718435286,3.7868164240684457,4.085086074809544,4.305147295549555,4.288216377846478,4.12892332647615,4.075168568437765,4.100558206641907,4.3470801064016005,4.1608991835745694,4.317781341003745,4.523075809457502,4.197323181416924,4.221241250116797,4.42755011380294,4.557832437158473,4.340994562711415,4.070627451029157,4.1683691697368035,3.9907893850768215,3.8191370324766,4.3304147020078005,4.166234488068249,3.7966003260673276,4.068854412441665,4.114019092672897,5.293826604853554,4.428035308942363,4.042969330665379,0.3211268012838428,3.9005122084384927,0.39531399867964134,0.011580352954014673,0.1210440634161099,0.10306530616073162,307,0.00044854187364853026,-0.011131811080366143,0
15350,15350,11.34,436.22241,Unknown,[M+H]+,,0.034,False,,,,,,,999,False,False,False,,False,False,,,,,,,,9.22,Cornell_Pos_S-14_R,436.22241:1022530 437.22576:0 438.22912:0,,429.28906_@_17.313,6.726277224042633,6.872644697740824,6.725522262270249,6.935695300670725,6.801376738120322,6.700181508257995,7.025849768040215,6.796177753445234,6.763734282834046,6.641055118484118,6.765097798807966,6.661115891112564,6.775134115090679,6.905492864099786,6.993009280959955,7.054433727831922,7.127096739210489,6.881919084195057,6.816531593259659,7.138797217532305,7.1291260540636205,6.807745990634324,7.238304823889102,7.057031158184582,6.944867001701942,6.787830226512375,7.114631453629783,6.934877269879117,6.944289975387442,6.862626185464481,7.165455364223902,6.863200442204245,6.78635000755981,6.761280481920166,7.140488735673863,6.761807436428876,6.8869981975530195,6.647035379622132,7.041775941964017,6.892986625939933,0.13946667960597228,6.795782950246757,0.3950402936313479,0.0116432882013316,0.05261309718017864,0.044798437989464736,308,0.00045000292209689674,-0.011193285279234704,0
27660,27660,9.865,707.40924,Unknown,[M+H]+,ion correlated with 33493,0.011,False,,,,,,,999,False,False,False,,False,False,,,,,,,,8.24,Cornell_Pos_Blank1,707.40924:48653 708.41259:0 709.41595:0,,698.33264_@_11.62,3.3248481619727444,2.7931840601608866,3.3931123427128216,3.8854571071521917,3.6985910021956925,3.191290739732258,3.362438246278913,2.817112217494077,3.4889989649324007,3.38604597212518,3.0630242659155553,3.5351498559981347,3.6166145736168005,3.8792463458783852,3.609691860268324,3.7915072221832555,3.3892602782944974,3.5372523361811634,3.3359151318812383,3.650035069563892,3.7284697432968494,3.8055433058888166,3.2822287793695546,3.9340490534290957,3.8344033233518497,3.5232527619709235,3.3543898528316594,4.228578731626642,3.2915778820692805,4.390504892411964,4.191593854293981,2.9867962844632587,3.668030434853886,3.9956643485533117,3.5088250354793153,3.5899022503747147,3.185224456945263,3.229276499970971,3.405803729869198,3.451256083803732,0.3088134621517578,3.3094639164247925,0.39485072311502195,0.011687048180448812,0.11656458280061574,0.09925116585473522,309,0.00045146397054526334,-0.01123558420990355,0
22877,22877,12.456,589.3902,Unknown,[M+H]+,,0.157,False,,,,,,,999,False,False,False,,False,False,,,,,,,,14.59,Cornell_Pos_S-03,589.3902:607645 590.39355:141125 591.39691:0,,581.14539_@_1.941,4.744537816746357,5.92637225034822,5.035241923054903,4.658753069336877,4.4888491645952815,4.67380350948893,5.097080905528838,5.414142496033719,5.35046941601556,5.323491104119392,4.518645424604394,4.346044884090556,4.667140486298792,4.674522268325342,4.669583587150324,5.181124035099009,4.776647089096603,4.645085241347158,4.515527270741346,4.965846265148172,4.705868555666277,5.391758549454872,5.128630991855885,4.786014592008496,4.684905849359153,4.469596115567483,5.084922282776233,4.579615088871899,4.485861937185418,4.691858355954763,4.740066560251807,4.851931325470451,4.258412980422284,4.711386300105656,4.60757465840365,4.88675445923446,4.210077600199051,4.750154117411755,4.86954491555549,4.233867262831673,-0.3117136847384863,5.021035189079316,-0.3947480831820012,0.011710799689130667,0.11769554225535726,0.10021414313068476,310,0.0004529250189936298,-0.011257874670137037,0
1285,1285,11.591,137.97319,Unknown,[M+H]+,,0.101,False,,,,,,,999,False,False,False,,False,False,,,,,,,,13.99,Cornell_Pos_S-47,137.97319:377545 138.97654:0 139.9799:0,,127.23758_@_11.366,3.70346912685014,3.4429045040301114,3.1996963230733835,3.069567957183872,3.729027017248812,2.3844912106008027,3.357639470138551,3.8998868290617246,2.81175203626916,3.5613192784712955,3.3255650748902825,3.352689300302572,4.719905546876925,4.351478014133786,3.906491736510524,2.9281334995199413,3.655638742111438,3.6209226639160996,4.8748184366001714,4.12357492324358,3.6242750600017537,3.309632571792713,4.263294787101232,3.7849947704103553,3.4009637910088806,3.293391433560754,4.0830631405650974,3.803808442703194,3.3209291286197913,3.456648533155556,4.070156895771687,3.2746906275872867,3.3859655758151215,3.1912043764074967,3.2048696793531355,4.0762523528832935,3.8334951494940714,3.614672644599438,4.197224630631036,4.129501350720857,0.43669379264153596,3.3168471661652843,0.3943026401022204,0.011814354608326751,0.16510563682271492,0.14058238403231685,311,0.0004543860674419964,-0.011359968540884755,0
1495,1495,11.194,143.72354,Unknown,[M+H]+,,0.045,False,,,,,,,999,False,False,False,,False,False,,,,,,,,26.72,Cornell_Pos_Blank1,143.72354:263329 144.72689:0 145.73025:0,,132.77748_@_11.409,3.6281876124295356,3.624514418885151,3.9493809729817504,4.182967055121504,4.138233648066797,3.258762246268465,3.6109383366764614,4.240769351346944,3.6052751990624192,3.6531641422575474,3.503043206553718,3.210829957414164,4.242764533002931,2.5519723190992303,3.375311684830859,3.9268541384841065,3.5984635295205187,3.5999731230820746,2.9926671806642555,3.375973407573353,4.13548380365905,3.6598653722871513,2.8541432568582987,3.9374563211445297,3.3431526425263676,3.1164052949947787,3.229637105634604,3.806970296594261,3.1208934859362456,3.4461736838709096,2.942752502478172,3.7220773565579255,3.1599273329470807,3.8318753786899054,3.259896366885776,2.9750918357238096,3.609107812486802,3.516275807836307,3.141566389798694,3.112088614079685,-0.35645671980745575,3.7632032899682084,-0.3942786274183644,0.011819959051650045,0.13477924089624055,0.11476038836641742,312,0.00045584711589036295,-0.011364111935759681,0
1927,1927,18.691,155.10666,Unknown,[M+H]+,,0.112,False,,,,,,,999,False,False,False,,False,False,,,,,,,,23.28,Cornell_Pos_S-48,155.10666:2480050 156.11001:316950 157.11337:207560,,145.10077_@_7.88,5.108102539077258,5.516135712110752,4.853088651333541,4.910690827498027,5.05235912456433,5.100003177599874,5.101683657855559,5.122229355614499,5.230044097014546,4.820142173585435,5.156568572704234,4.745634459090622,4.53540665104148,4.913227891288457,4.912227530096797,4.708184314766221,4.788608652500414,4.671618411520857,4.680093587900639,5.1626603466301635,4.8000366883662515,5.0617785039222385,5.191988260902236,5.175061474023507,4.758724839318523,4.973136081969933,5.390724843912693,4.720557339207776,4.918157210181819,4.7932697510914055,4.554161568024609,4.495801135140349,4.559054148328199,4.871136784827956,4.396483863622108,4.7185780266435815,5.063943977317245,5.24701280859608,5.223580831655167,5.03786181530426,-0.2238387429801762,5.088277080814368,-0.3940732358141607,0.011867988955962446,0.08468751367887292,0.07210881954036019,313,0.0004573081643387295,-0.011410680791623716,0
30685,30685,15.193,794.4856,Unknown,[M+H]+,,0.326,False,,,,,,,999,False,False,False,,False,False,,,,,,,,13.26,Cornell_Pos_S-26,794.4856:326237 795.48895:0 796.49231:85483,,781.48926_@_15.172,5.674469174002312,5.975000167962683,5.527654313076532,5.886466128066956,5.680387970027835,5.162223233398054,5.747983886066054,5.892754990198773,5.53701136937232,5.400287978292678,6.044651464753314,5.20273915865069,5.725106421077966,4.977624597125459,5.8767798780049265,5.0612442056850995,4.897235916224576,5.244272320769581,4.8210261382092,5.846187788948874,4.790818589645119,4.627663764398733,5.513548599995058,5.5504564561704,5.865104108128893,5.662338726059511,5.753352558095535,5.654045915440026,4.651139483181471,5.4663811965842655,5.510069770983138,5.494789642072612,5.662257442473168,5.304983738839823,5.602556746189058,5.099755132794851,5.339386513701634,4.527085682484114,5.449462916120246,5.662287263765716,-0.3451445836717577,5.684444606837957,-0.39361787044332225,0.01197506662724835,0.1307613835309613,0.11133930609459126,314,0.00045876921278709603,-0.011516297414461254,0
