,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_LV,0_Cornell_Pos_S-04_LMT_PS_PMM_LV,0_Cornell_Pos_S-13_O_LV,0_Cornell_Pos_S-23_O_LV,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_LV,0_Cornell_Pos_S-25_O_LV,0_Cornell_Pos_S-33_O_LV,0_Cornell_Pos_S-38_O_LV,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_LV,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM_LV,1_Cornell_Pos_S-03_LCC_PS,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-14_LMH_PS_PMM,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM,1_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-19_LMH_PS_PMM,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
5699,5699,9.352,174.0773,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.96,Cornell_Neg_S-44_R2,174.0773:83337 175.08065:181156 176.08401:0,,183.00494,5.581196588,5.158368016,5.18793481,5.280043882,4.81194274,4.907712406,5.525391511,5.474582825,5.635119964,5.68406514,5.592721009,6.064166399,5.580710295,5.808577942,5.56500171,4.988587945,6.304673042,4.857318369,5.598648189,5.480375049,5.483993411,5.308918579,5.456209786,5.918968012,5.604528426,5.397391944,5.757593257,5.546256425,5.588561041,5.556541857,5.587708928,5.657707136,5.855844668,6.18863171,5.920242275,5.749610388,6.061296977,5.549103549,5.429657174,0.311900263,5.324635788,0.410301717,0.009477924,0.113967886,0.098276389,307,0.000315876,-0.009162047,0
21787,21787,9.6,395.11728,Unknown,[M-H]-,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.02,Cornell_Neg_S-49_R2,395.11728:160854 396.12063:0 397.12399:0,,424.06104,3.614422274,4.488973525,4.489417031,4.693610322,2.351138459,3.631792074,3.9546069,3.169495575,4.609220777,2.506994176,4.855491898,3.661075371,3.861802632,4.635991133,4.601637944,3.85935424,5.43839756,4.132459408,4.878449982,3.442145234,4.383907765,4.089757232,4.986110835,5.392325798,4.808015057,4.16158994,3.420388614,4.556851054,4.386142109,5.377778726,4.329564531,5.287554291,4.419431597,3.233781582,4.412864324,4.541797584,4.625811294,3.975673055,4.360412618,0.66684542,3.750967111,0.410166247,0.009503892,0.243761077,0.210199198,308,0.000316905,-0.009186987,0
46378,46378,9.265,922.68237,Unknown,[M-H]-,ion correlated with 24497; ion correlated with 17634; ion correlated with 28154; ion correlated with 45382; ion correlated with 16341; ion correlated with 48368; ion correlated with 33684; ion correlated with 38141; ion correlated with 37647; ion correlated with 33408,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.61,Cornell_Neg_S-06,922.68237:61682 923.68572:0 924.68908:0,,1049.26013,2.769251243,3.322982847,3.482156103,3.37021781,3.462743516,3.477997011,4.034307331,3.83414664,3.554466587,3.633279697,3.349169769,3.587115865,3.668377814,3.522704609,3.785948212,4.660311829,4.071696586,3.787219674,3.497278925,3.739200985,3.579513719,3.480048119,3.172308834,3.965578469,4.580696118,4.299461639,4.478237567,3.663593093,3.946096633,4.270976867,4.484677013,4.967353717,3.779593274,3.885373874,3.340454739,4.480617689,5.064156499,3.5484342,4.188451615,0.466005395,3.494154879,0.41003985,0.009528176,0.17040842,0.146945992,309,0.000317934,-0.009210242,0
27722,27722,7.411,483.31952,Unknown,[M-H]-,,0.478,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.93,Cornell_Neg_S-05,483.31973:333238 484.32308:97268 485.32644:0,69.26904:10149 92.50976:9756 93.08811:8506 101.61289:11797 118.14485:9583 240.12639:10012 320.83493:10125 328.46198:10634 483.31949:433039 483.40842:22109,514.87622,3.168127107,3.543947907,3.114857332,2.719199784,2.364577307,3.597008034,4.408909552,2.658788648,3.772141502,3.919300357,3.340455173,3.463587872,3.384123189,3.405984706,3.126219496,3.944881056,3.233187765,3.134550982,3.481720627,3.607558964,3.488308242,3.219453942,3.773475189,3.611656797,4.25411284,3.697668329,4.538334076,4.534451303,3.918703403,4.064354102,4.077531937,4.696806179,4.536059475,4.191203598,4.045253954,4.264180075,4.482366134,3.771965347,4.30988281,0.521522439,3.326685753,0.409331361,0.009665277,0.191106576,0.164794354,310,0.000318963,-0.009346314,0
8287,8287,0.131,207.00891,Unknown,[M-H]-,ion correlated with 673; ion correlated with 24001; ion correlated with 24135; ion correlated with 38804; ion correlated with 13515; ion correlated with 888; ion correlated with 2315; ion correlated with 10462; ion correlated with 11445; ion correlated with 11456; ion correlated with 12456; ion correlated with 13778; ion correlated with 13927; ion correlated with 14055; ion correlated with 14477; ion correlated with 14564; ion correlated with 15414; ion correlated with 17067; ion correlated with 17075; ion correlated with 18379; ion correlated with 18671; ion correlated with 20767; ion correlated with 26649; ion correlated with 26795; ion correlated with 28539; ion correlated with 28687; ion correlated with 28904; ion correlated with 30743; ion correlated with 30829; ion correlated with 31493; ion correlated with 31603; ion correlated with 32492; ion correlated with 32812; ion correlated with 34838; ion correlated with 40049; ion correlated with 12170; ion correlated with 16669; ion correlated with 33733; ion correlated with 24550; ion correlated with 2662; ion correlated with 23107; ion correlated with 11189; ion correlated with 15687; ion correlated with 17844; ion correlated with 30217; ion correlated with 12061; ion correlated with 5564; ion correlated with 7367; ion correlated with 8285; ion correlated with 8549; ion correlated with 8691; ion correlated with 8808; ion correlated with 9549; ion correlated with 9678; ion correlated with 9950; ion correlated with 10091; ion correlated with 10304; ion correlated with 10415; ion correlated with 10570; ion correlated with 10851; ion correlated with 12494; ion correlated with 12640; ion correlated with 13207; ion correlated with 13572; ion correlated with 13669; ion correlated with 14843; ion correlated with 15096; ion correlated with 15218; ion correlated with 15364; ion correlated with 15627; ion correlated with 16122; ion correlated with 16132; ion correlated with 16936; ion correlated with 17197; ion correlated with 17338; ion correlated with 17474; ion correlated with 17592; ion correlated with 17993; ion correlated with 18516; ion correlated with 18688; ion correlated with 18841; ion correlated with 18988; ion correlated with 18992; ion correlated with 19384; ion correlated with 19515; ion correlated with 20409; ion correlated with 21095; ion correlated with 21217; ion correlated with 21479; ion correlated with 22658; ion correlated with 23358; ion correlated with 23876; ion correlated with 24007; ion correlated with 24144; ion correlated with 24422; ion correlated with 25060; ion correlated with 25460; ion correlated with 26172; ion correlated with 26721; ion correlated with 27377; ion correlated with 28052; ion correlated with 28556; ion correlated with 28700; ion correlated with 28834; ion correlated with 29242; ion correlated with 29366; ion correlated with 29485; ion correlated with 29603; ion correlated with 29959; ion correlated with 30508; ion correlated with 30665; ion correlated with 31320; ion correlated with 31437; ion correlated with 31981; ion correlated with 32104; ion correlated with 32728; ion correlated with 32905; ion correlated with 33096; ion correlated with 33595; ion correlated with 33790; ion correlated with 33956; ion correlated with 34046; ion correlated with 34218; ion correlated with 34788; ion correlated with 34967; ion correlated with 36092; ion correlated with 39060; ion correlated with 20271; ion correlated with 22288; ion correlated with 26857; ion correlated with 18335; ion correlated with 28584; ion correlated with 24288; ion correlated with 7254; ion correlated with 18215; ion correlated with 26304; ion correlated with 31084; ion correlated with 29942; ion correlated with 5394; ion correlated with 2505; ion correlated with 4075; ion correlated with 6624; ion correlated with 7659; ion correlated with 8985; ion correlated with 9391; ion correlated with 10786; ion correlated with 10939; ion correlated with 11623; ion correlated with 12310; ion correlated with 12879; ion correlated with 13792; ion correlated with 14077; ion correlated with 14174; ion correlated with 14331; ion correlated with 14534; ion correlated with 14986; ion correlated with 15282; ion correlated with 15541; ion correlated with 15987; ion correlated with 16277; ion correlated with 16420; ion correlated with 16546; ion correlated with 16805; ion correlated with 17707; ion correlated with 18112; ion correlated with 18509; ion correlated with 19123; ion correlated with 19249; ion correlated with 19262; ion correlated with 19265; ion correlated with 19922; ion correlated with 20961; ion correlated with 21610; ion correlated with 23475; ion correlated with 23742; ion correlated with 24688; ion correlated with 24814; ion correlated with 25051; ion correlated with 25188; ion correlated with 25199; ion correlated with 25331; ion correlated with 25606; ion correlated with 26934; ion correlated with 27003; ion correlated with 27071; ion correlated with 28402; ion correlated with 28414; ion correlated with 29732; ion correlated with 29851; ion correlated with 30076; ion correlated with 30972; ion correlated with 31202; ion correlated with 31259; ion correlated with 31372; ion correlated with 33359; ion correlated with 35552; ion correlated with 22167; ion correlated with 19697; ion correlated with 17692; ion correlated with 36364; ion correlated with 36902; ion correlated with 13017; ion correlated with 35319; ion correlated with 5265; ion correlated with 8344; ion correlated with 8800; ion correlated with 9418; ion correlated with 15054; ion correlated with 18054; ion correlated with 19679; ion correlated with 27510; ion correlated with 12868; ion correlated with 9793; ion correlated with 20629; ion correlated with 23226; ion correlated with 33132; ion correlated with 17832; ion correlated with 6385; ion correlated with 14714; ion correlated with 20700; ion correlated with 26430; ion correlated with 27660; ion correlated with 6237; ion correlated with 9663; ion correlated with 14496; ion correlated with 15622; ion correlated with 16531; ion correlated with 22588; ion correlated with 22651; ion correlated with 25406; ion correlated with 25903; ion correlated with 26500; ion correlated with 27502; ion correlated with 27599; ion correlated with 29543; ion correlated with 32437; ion correlated with 32651; ion correlated with 5932; ion correlated with 6094; ion correlated with 6230; ion correlated with 24945; ion correlated with 2891; ion correlated with 3635; ion correlated with 4605; ion correlated with 4805; ion correlated with 6882; ion correlated with 6922; ion correlated with 11640; ion correlated with 12483; ion correlated with 13508; ion correlated with 13656; ion correlated with 14556; ion correlated with 14833; ion correlated with 15676; ion correlated with 15980; ion correlated with 16607; ion correlated with 17467; ion correlated with 17527; ion correlated with 17578; ion correlated with 17781; ion correlated with 18441; ion correlated with 18496; ion correlated with 19063; ion correlated with 19111; ion correlated with 19893; ion correlated with 21030; ion correlated with 21081; ion correlated with 21158; ion correlated with 21205; ion correlated with 23344; ion correlated with 23541; ion correlated with 26297; ion correlated with 27233; ion correlated with 27649; ion correlated with 27786; ion correlated with 27864; ion correlated with 27916; ion correlated with 27992; ion correlated with 28042; ion correlated with 29094; ion correlated with 29297; ion correlated with 29901; ion correlated with 29943; ion correlated with 31923; ion correlated with 32093; ion correlated with 32143; ion correlated with 32198; ion correlated with 33685; ion correlated with 33744; ion correlated with 33780; ion correlated with 35247; ion correlated with 36220; ion correlated with 36312; ion correlated with 37670; ion correlated with 42969; ion correlated with 6712; ion correlated with 20562; ion correlated with 30362; ion correlated with 6241; ion correlated with 24139; ion correlated with 20557; ion correlated with 28971; ion correlated with 3439; ion correlated with 3585; ion correlated with 3731; ion correlated with 8539; ion correlated with 18826; ion correlated with 18973; ion correlated with 21325; ion correlated with 22094; ion correlated with 22153; ion correlated with 27448; ion correlated with 30153; ion correlated with 30427; ion correlated with 32860; ion correlated with 35878; ion correlated with 37547; ion correlated with 37957; ion correlated with 22973; ion correlated with 22386; ion correlated with 20113; ion correlated with 25340; ion correlated with 22816; ion correlated with 25758; ion correlated with 18220; ion correlated with 21772; ion correlated with 26044; ion correlated with 22397; ion correlated with 25197; ion correlated with 3856; ion correlated with 6365; ion correlated with 7359; ion correlated with 8680; ion correlated with 25808; ion correlated with 28349; ion correlated with 30899; ion correlated with 31135; ion correlated with 32657; ion correlated with 33303; ion correlated with 33988; ion correlated with 14450; ion correlated with 23602; ion correlated with 21333; ion correlated with 22045; ion correlated with 11769; ion correlated with 20850; ion correlated with 2813; ion correlated with 2937; ion correlated with 3062; ion correlated with 6354; ion correlated with 6576; ion correlated with 6777; ion correlated with 10056; ion correlated with 10165; ion correlated with 10225; ion correlated with 10375; ion correlated with 10534; ion correlated with 13336; ion correlated with 18100; ion correlated with 19374; ion correlated with 20403; ion correlated with 21472; ion correlated with 23347; ion correlated with 28113; ion correlated with 8427; ion correlated with 11525; ion correlated with 5866; ion correlated with 10334; ion correlated with 11258; ion correlated with 12252; ion correlated with 13498; ion correlated with 13649; ion correlated with 22277; ion correlated with 14570,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.13,Cornell_Neg_QC100_4,207.00891:36502 208.01226:4146 209.01562:66697,,219.96449,3.831649243,2.900006478,3.749428379,4.769850649,3.694285702,3.697983736,3.633670305,3.725883118,3.474917286,3.748964178,3.545518286,2.90291456,3.562635068,3.608452839,3.766402913,3.390942039,3.651379415,3.36459789,2.211395014,3.366000335,2.65854639,3.212975335,3.637803394,3.696731735,3.15999845,2.581696284,2.746345285,3.367464164,3.454178814,3.280028052,3.149651113,3.170540491,3.218341285,3.718272558,3.652022094,3.471373017,3.262563477,3.958651925,3.371623425,-0.407524402,3.722663907,-0.408882758,0.009752955,0.149529954,0.128942147,311,0.000319992,-0.009432963,0
37463,37463,2.075,677.52692,Unknown,[M-H]-,ion correlated with 21793; ion correlated with 39555; ion correlated with 39923; ion correlated with 42120; ion correlated with 44330; ion correlated with 45248; ion correlated with 46014; ion correlated with 26938; ion correlated with 34289; ion correlated with 43675; ion correlated with 44094; ion correlated with 44489; ion correlated with 45010; ion correlated with 46679; ion correlated with 41784; ion correlated with 30985; ion correlated with 44606; ion correlated with 32959; ion correlated with 31377; ion correlated with 36929; ion correlated with 38604; ion correlated with 48479; ion correlated with 40178; ion correlated with 42810; ion correlated with 39200; ion correlated with 37069; ion correlated with 40668; ion correlated with 43003; ion correlated with 43606; ion correlated with 45322; ion correlated with 46832; ion correlated with 42636; ion correlated with 24681; ion correlated with 30417; ion correlated with 39831; ion correlated with 42216; ion correlated with 43236; ion correlated with 43973; ion correlated with 46095; ion correlated with 46582; ion correlated with 37638; ion correlated with 42172; ion correlated with 45297; ion correlated with 36444; ion correlated with 20906; ion correlated with 39793; ion correlated with 41819; ion correlated with 42286; ion correlated with 45173; ion correlated with 46306; ion correlated with 46760; ion correlated with 35664; ion correlated with 37003; ion correlated with 37142; ion correlated with 38295; ion correlated with 40126; ion correlated with 41651; ion correlated with 48495; ion correlated with 35805; ion correlated with 33912; ion correlated with 40619; ion correlated with 44862; ion correlated with 45523; ion correlated with 46901; ion correlated with 46939; ion correlated with 48002; ion correlated with 22241; ion correlated with 36230; ion correlated with 37956; ion correlated with 38179; ion correlated with 40335; ion correlated with 42876; ion correlated with 47482; ion correlated with 48019; ion correlated with 43813; ion correlated with 42218; ion correlated with 37852; ion correlated with 40685; ion correlated with 44262; ion correlated with 19325; ion correlated with 35694; ion correlated with 38285; ion correlated with 38795; ion correlated with 44150; ion correlated with 20201; ion correlated with 31969; ion correlated with 39194; ion correlated with 46606; ion correlated with 47148; ion correlated with 47282; ion correlated with 48351; ion correlated with 41783; ion correlated with 10929; ion correlated with 38414; ion correlated with 38605; ion correlated with 41127; ion correlated with 44042; ion correlated with 44789; ion correlated with 45635; ion correlated with 45930; ion correlated with 46068; ion correlated with 46098; ion correlated with 36637; ion correlated with 48098; ion correlated with 47215; ion correlated with 46329; ion correlated with 39675; ion correlated with 42683; ion correlated with 45014; ion correlated with 46897; ion correlated with 47734; ion correlated with 47908; ion correlated with 48138; ion correlated with 48083; ion correlated with 46559; ion correlated with 44696; ion correlated with 45066; ion correlated with 45971; ion correlated with 47714; ion correlated with 38228; ion correlated with 43342; ion correlated with 40706; ion correlated with 37634; ion correlated with 40220; ion correlated with 44240; ion correlated with 30658; ion correlated with 31931; ion correlated with 41305; ion correlated with 43508; ion correlated with 45461; ion correlated with 45634; ion correlated with 44941; ion correlated with 43088; ion correlated with 42906; ion correlated with 46456; ion correlated with 47188; ion correlated with 47612; ion correlated with 37294; ion correlated with 45898; ion correlated with 33811; ion correlated with 46857; ion correlated with 47232; ion correlated with 32152; ion correlated with 47959; ion correlated with 42980; ion correlated with 5132; ion correlated with 21688; ion correlated with 32378; ion correlated with 45717; ion correlated with 46304; ion correlated with 48228; ion correlated with 47683; ion correlated with 37851; ion correlated with 33954; ion correlated with 19053; ion correlated with 26081; ion correlated with 30198; ion correlated with 39195; ion correlated with 44913; ion correlated with 36437; ion correlated with 25744; ion correlated with 41172; ion correlated with 46987; ion correlated with 45261; ion correlated with 24680; ion correlated with 46940; ion correlated with 48088,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.7,Cornell_Neg_S-49,677.52692:90187 678.53027:0 679.53363:0,,727.02222,3.79456085,3.595369004,4.029919911,3.809618445,3.74909504,3.636636705,4.087810281,3.872684703,3.102313842,4.046813028,4.297091566,5.107603122,4.4074391,5.058203564,4.213092883,3.983116186,4.90336025,3.951492641,4.23611209,3.976650677,4.470587567,4.235674804,3.796694358,4.68989936,3.445854228,3.696570727,4.518873484,3.502846888,3.905433269,4.152401678,3.652798486,4.180241538,3.695656174,4.390907599,4.02886329,4.119113218,4.496982198,3.738635282,4.115452528,0.398816052,3.772482181,0.408443143,0.009839535,0.146523763,0.126349859,312,0.000321021,-0.009518515,0
41480,41480,13.806,770.07397,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.03,Cornell_Neg_QC100_1,770.07397:45147 771.07732:99096 772.08068:0,,833.08295,3.700343869,3.618723,3.149589161,3.715506882,3.53740847,3.155565341,3.234743803,2.623898443,3.76223086,2.569973342,3.642158261,3.8991738,3.869951227,3.545010431,3.764414651,3.480968037,3.643631434,3.284032569,3.238589508,3.422065876,3.705626962,3.414069002,3.54121426,3.308002719,4.000847724,3.579018527,4.076426632,4.125319324,3.652798383,4.179981309,4.224729741,3.382666948,3.292356037,3.31765609,3.355582035,3.758570241,4.069199776,3.59515782,3.352834897,0.33878976,3.306798317,0.408157226,0.009896197,0.124574936,0.107423022,314,0.000323079,-0.009573119,0
44499,44499,14.158,856.4021,Unknown,[M-H]-,ion correlated with 41167; ion correlated with 42174; ion correlated with 46549; ion correlated with 43542,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,2.95,Cornell_Neg_QC100_1,856.4021:51909 857.40545:0 858.40881:0,,936.92609,3.239482335,3.261659234,2.717756264,3.560674022,3.228694177,2.508238826,3.30040627,3.386354863,2.752472096,2.864641188,3.21568302,3.042156143,3.211037741,3.233275841,1.883261213,3.549745754,3.832101402,4.641496802,3.753828445,3.633071513,3.709818314,3.12306853,3.776568233,3.484487731,3.40281416,3.673004301,3.582606392,3.667264218,3.564812286,3.740093681,3.665255728,3.031848293,3.711643174,3.550299317,3.632132488,3.270981437,3.860886554,3.325029424,3.976230262,0.42639319,3.082037928,0.40796846,0.009933758,0.156874261,0.135275264,315,0.000324107,-0.009609651,0
3393,3393,1.773,143.51747,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,28.27,Cornell_Neg_S-05_R2,143.51747:81857 144.52082:0 145.52418:0,,149.4977,3.725401466,3.840057879,4.258127246,3.778171543,3.583162857,3.57520234,3.846727043,3.609183185,4.102368426,4.187736591,3.409010825,2.768279752,3.708134358,3.446485442,3.77584969,4.060274016,3.518383559,3.512475898,2.832678219,3.378429373,3.511276441,3.639771196,3.630041538,3.503380023,3.976981565,3.593525791,3.723653987,3.447203923,3.660866554,3.78495107,2.966663595,3.730738454,2.962250167,3.973037912,3.365406886,3.647149003,3.771005598,3.745445932,3.763543931,-0.305548523,3.850613858,-0.407925797,0.009942264,0.11242842,0.096948882,316,0.000325136,-0.009617128,0
29899,29899,9.251,517.46393,Unknown,[M-H]-,ion correlated with 48210; ion correlated with 45411; ion correlated with 35734; ion correlated with 8484; ion correlated with 23425,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.18,Cornell_Neg_S-04_R2,517.46393:63429 518.46728:0 519.47064:0,,550.00409,3.373077787,3.303498067,3.575782808,2.68347454,3.358513207,3.014771287,3.402495824,3.447807917,3.534995247,2.581166338,3.063600721,4.414192312,3.072119479,3.679023409,3.576085169,3.74333325,3.930869125,3.622846398,3.694106606,3.72620061,3.483980377,3.375574963,3.850916426,3.755055822,4.680359861,3.004448459,4.480603144,3.025851894,4.449252391,4.754386276,4.460901781,3.85487918,3.227784308,3.189544942,3.75849046,4.300207859,4.859558573,3.969087778,6.855800357,0.698616247,3.227558302,0.407861045,0.009955186,0.257109015,0.221709345,317,0.000326165,-0.009629021,0
45191,45191,2.093,878.37,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,408.23,Cornell_Neg_S-22,878.37:104930 879.37335:0 880.37671:0,,970.56439,3.832092685,3.910160774,3.831534109,3.502756135,3.763704822,3.594536064,3.410525041,3.568096332,4.319529271,3.709652314,3.114122318,3.713795098,3.368673012,3.267148397,3.441063782,3.592160547,3.409254075,3.243227466,3.522435401,3.824630767,3.486804429,3.949550295,3.202010379,3.343821686,3.595726033,3.5252453,3.468342145,3.751494279,3.287451664,3.536992502,3.706537921,3.234865232,3.87650794,3.648920265,3.374683033,3.306183829,3.024719018,3.626545573,3.968606811,-0.247309817,3.744258755,-0.407496003,0.010028303,0.091114263,0.078569332,318,0.000327194,-0.009701109,0
35395,35395,2.064,625.54193,Unknown,[M-H]-,ion correlated with 44763; ion correlated with 46741; ion correlated with 21597,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.35,Cornell_Neg_S-49,625.54193:71635 626.54528:0 627.54864:0,,678.32019,3.100292094,3.345625534,3.388957923,3.072503403,4.234907528,4.340822074,4.344011568,4.116791537,3.38411849,3.815471032,3.476889593,3.855089114,4.647094323,3.887618546,4.20708127,3.51646055,4.119124146,4.402846629,3.376491074,4.997838357,3.52530532,4.184301428,4.312230264,3.628443838,4.255218612,3.75744861,4.537819095,4.219636709,4.606499598,4.48180183,4.810780083,4.738847916,4.308276211,4.388802543,4.233095364,4.030508359,4.512530979,3.668228827,4.098939077,0.450658443,3.714350118,0.407379293,0.010051776,0.166089313,0.143221555,319,0.000328223,-0.009723553,0
28482,28482,17.513,495.3811,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.65,Cornell_Neg_S-41_R2,495.3811:70027 496.38445:21334 497.38781:0,,526.79956,3.392473129,3.04640124,3.430994966,3.63825839,3.434956324,2.8679546,2.611749612,3.149779982,3.610280608,3.407065188,3.456768058,3.368408126,3.931841086,3.291476978,2.988537569,3.514101624,3.343410474,4.727304476,3.546727371,3.539481284,3.698487017,3.539061258,3.359684709,3.341527543,3.424866318,3.784370657,3.51015497,3.518695699,3.564575959,3.470061319,3.301957512,3.626782087,3.576063926,3.940509397,3.616891317,3.764300657,3.623938519,3.710773007,3.317460499,0.306464438,3.258991404,0.406538329,0.010222304,0.113226961,0.097637476,321,0.000330281,-0.009892024,0
36526,36526,1.855,654.08301,Unknown,[M-H]-,,0.044,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,21.38,Cornell_Neg_S-13_R2,654.08301:137996 655.08636:0 656.08972:0,,705.01935,3.876590918,3.932280852,3.814645932,4.227949116,3.809874299,3.864687285,3.744541433,3.507936654,4.016665443,4.266869115,5.022965834,5.400431686,4.412529298,5.085623679,4.297421849,3.9908199,5.200834216,3.740177378,4.656884976,4.325097879,4.298962563,4.450559089,4.062930812,5.516457834,4.148632414,4.054082922,4.604798648,3.828291267,3.884115377,3.895798385,3.677040953,3.973299982,3.670496261,5.171371237,5.0942973,3.967510077,5.238212185,4.120446741,4.053366055,0.502190957,3.906204105,0.406353677,0.010260076,0.18564147,0.160081703,322,0.00033131,-0.009928767,0
32615,32615,2.008,563.12561,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.68,Cornell_Neg_S-15,563.12561:137692 564.12896:0 565.13232:573941,,607.73029,3.575307356,3.102338281,2.896936925,3.17857364,3.271730097,2.772964942,2.884719799,3.316626214,3.242294819,3.657380426,3.432072673,3.84386339,3.802171855,3.462564503,3.088846629,3.643012712,3.231338763,3.312492149,3.645035776,3.531633541,2.930724884,3.870462845,3.025842455,3.106452117,3.748954705,3.181229858,3.740940804,3.724422846,3.662215871,3.032868687,3.427591844,3.554255683,3.448728156,3.737393336,3.427956637,3.485515158,3.66103847,3.632166477,3.123522807,0.276158117,3.18988725,0.406223096,0.01028686,0.102124773,0.088063876,323,0.000332339,-0.009954521,0
7598,7598,6.934,200.1297,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.03,Cornell_Neg_S-24,200.1297:126993 201.13305:0 202.13641:0,,210.08873,4.740623188,5.452481824,5.296620223,5.57520979,5.829185049,5.770186811,5.341168326,4.952763392,5.213198892,5.307863856,4.967821664,4.584809909,4.880447717,4.344817286,5.188730265,5.533762529,4.66574511,5.489561249,4.513384092,5.389773671,4.693287157,5.15825843,5.155197831,4.722710378,5.187889996,5.130491373,5.550499855,5.48005871,4.778881698,5.371218453,4.86975613,5.026919178,5.258591792,5.475054896,4.857661109,4.638499241,4.883064935,4.700716694,4.799474953,-0.33768578,5.347930135,-0.406173906,0.010296964,0.124896149,0.10770001,325,0.000334397,-0.009962568,0
